Map,Killer,# Finished generators,# Escaped Survivors,Comments,# Hatch escapes,Season,SBMM
HA,Ghost Face,4,3,1 AFK + Killer DC,0,September,TRUE
BWS,Hillbilly,5,1,Facecamp + tunnel (-rep worthy),0,September,TRUE
HA,Oni,5,3,,0,September,TRUE
RF,Huntress,4,1,1 hatch (given),1,September,TRUE
MCM,Blight,3,1,1 hatch + really skilled killer,1,September,TRUE
LER,Wraith,5,4,Amazing team + failed slugfest attempt,0,September,TRUE
GID,Pig,1,0,1 DC + Idiot team,0,September,TRUE
SH,Ghost Face,3,0,Idiot Team + Tunnel + Camp,0,September,TRUE
MCM,Hag,4,0,Mega trash killer,0,September,TRUE
BWS,Cenobite,4,0,Idiot Team + Camp,0,September,TRUE
MCM,Cenobite,1,0,Really skilled killer,0,September,TRUE
LER,Wraith,5,4,Fair killer,0,September,TRUE
CF,Myers,5,2,Scratched mirror + NOED,0,September,TRUE
RF,Spirit,5,2,NOED + Rancor,0,September,TRUE
LER,Legion,5,4,,0,September,TRUE
CF,Legion,2,0,1 DC + Extremely skilled killer,0,September,TRUE
RF,Demogorgon,5,4,Face camp at the end+ real noob,0,September,TRUE
HA,Spirit,3,0,1 Mori,0,September,TRUE
BWS,Freddy,5,2,Tunnel + NOED,0,September,TRUE
GID,Clown,5,3,Tunnel,0,September,TRUE
MCM,Blight,5,2,,0,September,TRUE
GID,Doctor,5,2,Noob,0,September,TRUE
GID,Myers,3,0,,0,September,TRUE
SH,Nurse,2,0,Camp,0,September,TRUE
MCM,Pyramid Head,4,0,Idiot team + really skilled killer,0,September,TRUE
RF,Plague,5,0,NOED + Iridescent add-on,0,September,TRUE
BAP,Pig,5,2,Mega trash : tunnel + kebab + BW,0,September,TRUE
SH,Trapper,5,0,Idiot team + NOED,0,September,TRUE
BAP,Trickster,0,4,Instant Killer DC,0,September,TRUE
RF,Demogorgon,3,1,1 hatch + 1 DC + Idiot Team,1,September,TRUE
OR,Trickster,5,4,,0,September,TRUE
RF,Hillbilly,5,2,Tinkerer + Silent chainsaw+ GGs + Mori,0,September,TRUE
GID,Wraith,4,0,Tunnel,0,September,TRUE
YAM,Ghost Face,3,0,,0,September,TRUE
LER,Nemesis,4,0,Catastrophe at the end,0,September,TRUE
MCM,Trapper,5,4,Mega noob killer,0,September,TRUE
LER,Nurse,5,2,Chaotic TPs + NOED + Dream team,0,September,TRUE
RF,Deathslinger,2,4,Killer DC,0,September,TRUE
MCM,Doctor,3,0,,0,September,TRUE
HA,Huntress,4,0,,0,September,TRUE
YAM,Nurse,5,1,1 hatch (key),1,September,TRUE
MCM,Plague,3,1,1 hatch (given) + Really trash : -rep,1,September,TRUE
GID,Nurse,4,0,Ultimate trash killer : -rep + Idiot Team,0,September,TRUE
HA,Legion,4,1,1 hatch + Idiot Team,1,September,TRUE
SH,Freddy,5,4,NOED,0,September,TRUE
AVW,Wraith,1,0,Tunnel+ 1 suicide + Useless team mate,0,September,TRUE
GID,Wraith,1,0,Camp,0,September,TRUE
AVW,Nurse,3,4,Noob Killer + Killer ragequit,0,September,TRUE
RF,Legion,4,0,,0,September,TRUE
MCM,Cenobite,5,3,1 DC + Real noob,0,September,TRUE
CF,Cannibal,4,0,Camp + Slugfest at the end,0,September,TRUE
RCPD,Wraith,1,0,1 DC + 2 Moris,0,September,TRUE
OR,Pig,5,1,Face camp + Tunnel+ but Make your Choice+ -rep,0,September,TRUE
SH,Wraith,5,4,,0,September,TRUE
RCPD,Clown,5,3,,0,September,TRUE
CP,Myers,5,3,,0,September,TRUE
HA,Pig,3,1,1 DC + Mega toxic killer + Idiot Team,0,September,TRUE
CF,Ghost Face,3,0,,0,September,TRUE
CP,Trapper,5,4,,0,September,TRUE
RCPD,Blight,5,3,Camp,0,September,TRUE
RF,Spirit,3,1,1 hatch,1,September,TRUE
RF,Blight,5,3,Kobe at the end+ wonderful play at the gates despite NOED,0,September,TRUE
OR,Pyramid Head,5,3,,0,September,TRUE
YAM,Trapper,5,2,,0,September,TRUE
BAP,Trapper,4,1,1 hatch,1,September,TRUE
BWS,Cenobite,2,0,Extremely skilled ,0,September,TRUE
CP,Oni,5,3,,0,September,TRUE
CF,Wraith,5,2,Farm,0,September,TRUE
CF,Deathslinger,4,3,Idiot Team + 1 hatch (key),1,September,TRUE
SH,Huntress,5,4,No perks+ no hooks,0,September,TRUE
RCPD,Doctor,5,3,NOED + Rancor,0,September,TRUE
AVW,Clown,5,2,Idiot team + weird killer,0,September,TRUE
AVW,Myers,4,0,Idiot team + tunnel,0,September,TRUE
AVW,Demogorgon,3,0,Tunnel + -rep,0,September,TRUE
AVW,Spirit,4,0,,0,September,TRUE
RF,Hag,5,2,NOED snowballing but really really bad killer,0,September,TRUE
LER,Clown,2,0,1 DC + Iridescent add-on,0,September,TRUE
OR,Cannibal,5,4,Dream Team + crouched race at the gates,0,September,TRUE
MCM,Trapper,5,2,,0,September,TRUE
MCM,Twins,3,0,,0,September,TRUE
MCM,Doctor,2,0,Massacre,0,September,TRUE
OR,Huntress,5,4,,0,September,TRUE
OR,Wraith,5,1,Tunnel + Facecamp = DC from me,0,September,TRUE
BAP,Pig,5,3,Idiot Team,0,September,TRUE
YAM,Doctor,5,2,,0,September,TRUE
HAW,Deathslinger,5,1,2 Moris + Face camp at the end,0,September,TRUE
CF,Demogorgon,4,0,Idiot Team,0,September,TRUE
MCM,Wraith,5,2,Farm at the end,0,September,TRUE
BWS,Doctor,1,0,,0,September,TRUE
BWS,Oni,5,3,,0,September,TRUE
HAW,Trapper,5,2,1 hatch,1,September,TRUE
RF,Ghost Face,2,0,Idiot team,0,September,TRUE
RF,Trickster,5,2,,0,September,TRUE
YAM,Ghost Face,5,3,,0,September,TRUE
HA,Deathslinger,5,4,0 hook : 0 effort,0,September,TRUE
GID,Trickster,3,1,1 hatch + 1 DC because of tunnel,1,September,TRUE
HAW,Trapper,5,4,Really weird killer,0,September,TRUE
SH,Ghost Face,4,0,Sneaky face camp at the end,0,September,TRUE
CP,Nurse,2,1,1 hatch + Extremey skilled killer,1,September,TRUE
HA,Nemesis,5,4,,0,September,TRUE
BAP,Blight,2,0,Camp +++,0,September,TRUE
AVW,Doctor,3,0,,0,September,TRUE
CF,Nemesis,5,1,1 hatch,1,September,TRUE
MCM,Wraith,5,4,Noob,0,September,TRUE
LER,Cannibal,3,0,Insidious face camp in basement,0,September,TRUE
BWS,Doctor,5,2,,0,September,TRUE
MCM,Oni,3,1,Massacre + 1 hatch,1,September,TRUE
MCM,Ghost Face,5,0,,0,September,TRUE
SH,Cenobite,4,1,Idiot team,0,September,TRUE
HAW,Huntress,5,2,Noob + Camp + NOED,0,September,TRUE
GID,Wraith,4,0,1 DC + Tunnel+ Idiot Team + Iridescent add-ons,0,September,TRUE
OR,Spirit,5,1,1 Mori (Rancor) + Camp,0,September,TRUE
OR,Huntress,5,3,,0,September,TRUE
MCM,Legion,5,4,Really bad killer,0,September,TRUE
BAP,Oni,5,2,,0,September,TRUE
MCM,Nemesis,5,3,Stupid killer + tunnel + camp,0,September,TRUE
GID,Ghost Face,5,4,Farm,0,September,TRUE
BAP,Pig,5,0,EGC Massacre,0,September,TRUE
AVW,Freddy,4,0,,0,September,TRUE
BWS,Clown,4,1,1 hatch,1,September,TRUE
LER,Hag,2,0,,0,September,TRUE
BWS,Hillbilly,5,4,AFK,0,September,TRUE
RCPD,Blight,4,0,,0,September,TRUE
HA,Twins,5,4,Really skilled killer,0,September,TRUE
AVW,Trapper,5,4,Pathetic face camp,0,September,TRUE
SH,Ghost Face,5,4,NOED,0,September,TRUE
MCM,Wraith,1,0,Catastrophe,0,September,TRUE
HAW,Wraith,4,1,1 hatch,1,September,TRUE
CF,Plague,3,0,,0,September,TRUE
RF,Hag,3,0,,0,September,TRUE
AVW,Cannibal,1,0,Basement massacre + mega toxic killer,0,September,TRUE
HA,Huntress,5,3,,0,September,TRUE
LER,Huntress,5,4,playtime party + adorable killer,0,September,TRUE
CF,Ghost Face,5,3,NOED + Pathetic killer,0,September,TRUE
GID,Cannibal,0,2,2 Moris (DH) + Killer ragequit,0,September,TRUE
BWS,Plague,2,0,,0,October,TRUE
MCM,Ghost Face,3,1,1 hatch + farm but not really,1,October,TRUE
MCM,Trickster,5,1,1 hatch (key) + Idiot team + tragic EGC,1,October,TRUE
CP,Myers,5,2,,0,October,TRUE
CF,Wraith,5,4,AFK but we saw him move at first,0,October,TRUE
OR,Hillbilly,5,1,Idiot team,0,October,TRUE
LER,Ghost Face,5,2,Idiot team,0,October,TRUE
GID,Trapper,4,0,Trapper without traps + Idiot team,0,October,TRUE
RF,Oni,4,0,Tunnel,0,October,TRUE
BAP,Wraith,5,2,NOED + EGC Catstrophe,0,October,TRUE
YAM,Huntress,5,4,,0,October,TRUE
CP,Hag,5,1,DH + HG,0,October,TRUE
HAW,Ghost Face,4,0,,0,October,TRUE
HA,Myers,5,1,1 hatch + Frightening tier 1 w/out Scratched Mirror,1,October,TRUE
CP,Demogorgon,5,3,Tunnel+ real noob,0,October,TRUE
MCM,Huntress,5,4,Really bad killer + 0 perk,0,October,TRUE
SH,Cannibal,2,0,,0,October,TRUE
OR,Cannibal,2,0,4 Moris,0,October,TRUE
MCM,Oni,5,3,Idiot Killer + Idiot Team,0,October,TRUE
CP,Freddy,5,2,BW + NOED,0,October,TRUE
MCM,Cannibal,2,4,Killer DC (really bad ping),0,October,TRUE
OR,Ghost Face,2,0,1 suicide,0,October,TRUE
BAP,Nurse,5,3,,0,October,TRUE
MCM,Cannibal,4,0,Really good team,0,October,TRUE
CF,Pig,5,2,Tunnel + toxic killer + 1 hatch,1,October,TRUE
AVW,Deathslinger,5,0,Idiot team,0,October,TRUE
MCM,Hag,3,1,1 hatch + Tunnel,1,October,TRUE
BWS,Doctor,5,4,Mega noob,0,October,TRUE
SH,Pyramid Head,4,0,NOED,0,October,TRUE
HA,Pig,5,4,,0,October,TRUE
AVW,Huntress,5,4,Failed face camp at the end + Skilled team,0,October,TRUE
CP,Nurse,5,0,,0,October,TRUE
OR,Myers,5,4,Tier 2 and nothing more after,0,October,TRUE
CF,Pyramid Head,5,3,Tunnel + Camp +++,0,October,TRUE
CP,Wraith,2,0,,0,October,TRUE
BAP,Hillbilly,2,1,1 hatch,1,October,TRUE
YAM,Trapper,5,4,Really really bad killer + Blind ,0,October,TRUE
OR,Wraith,2,0,4 Moris + Tunnel + Facecamp,0,October,TRUE
MCM,Trapper,5,4,,0,October,TRUE
MCM,Trickster,5,3,,0,October,TRUE
MCM,Huntress,5,4,Tunnel,0,October,TRUE
YAM,Ghost Face,5,4,,0,October,TRUE
MCM,Doctor,3,0,Camp,0,October,TRUE
CF,Trickster,5,0,,0,October,TRUE
BWS,Trapper,4,0,Idiot Team,0,October,TRUE
YAM,Doctor,5,1,1 hatch + Adept Bill,1,October,TRUE
SH,Huntress,4,1,1 hatch + Coop w/ killer + Idiot Team,1,October,TRUE
AVW,Spirit,5,2,,0,October,TRUE
RF,Myers,5,0,,0,October,TRUE
MCM,Huntress,5,3,Idiot team,0,October,TRUE
MCM,Nurse,2,0,playtime party + slugfest,0,October,TRUE
CP,Ghost Face,5,0,1 DC + Tunnel + Camp,0,October,TRUE
BWS,Trapper,5,4,360,0,October,TRUE
AVW,Ghost Face,0,4,,0,October,TRUE
AVW,Freddy,3,4,Killer DC,0,October,TRUE
AVW,Ghost Face,4,0,,0,October,TRUE
AVW,Wraith,5,3,Adept Dwight,0,October,TRUE
RF,Trapper,4,1,1 hatch,1,October,TRUE
DDS,Nemesis,5,2,1 Mori,0,October,TRUE
MCM,Trickster,2,0,,0,October,TRUE
DDS,Ghost Face,5,2,,0,October,TRUE
YAM,Oni,3,0,,0,October,TRUE
CP,Wraith,0,0,1 DC,0,October,TRUE
RCPD,Myers,5,3,,0,October,TRUE
BAP,Cannibal,5,2,Failed insidious face camp + really bad killer,0,October,TRUE
CP,Doctor,2,0,Idiot team +++,0,October,TRUE
AVW,Cannibal,4,0,,0,October,TRUE
CF,Pig,5,4,,0,October,TRUE
AVW,Pyramid Head,2,0,DH (2 Moris) + Tunnel,0,October,TRUE
RF,Oni,5,4,Farm final + Adept Ash,0,October,TRUE
HA,Ghost Face,4,1,1 hatch (given) + tunnel,1,October,TRUE
HA,Huntress,5,4,Face camp + Kebab + Really bad killer,0,October,TRUE
CP,Freddy,3,4,Killer DC,0,October,TRUE
MCM,Cannibal,5,4,Insidious Bubba in a corner + AFK,0,October,TRUE
MCM,Pyramid Head,5,4,,0,October,TRUE
BAP,Wraith,5,3,Big noob + 5-gen chase but NOED and Face camp saved the killer,0,October,TRUE
SH,Huntress,2,0,Really toxic killer + slug ,0,October,TRUE
DDS,Trickster,5,2,,0,October,TRUE
AVW,Myers,5,2,,0,October,TRUE
CP,Ghost Face,5,1,Idiot team + farm at the end,0,October,TRUE
BAP,Doctor,3,0,,0,October,TRUE
AVW,Wraith,3,0,,0,October,TRUE
DDS,Trickster,5,4,,0,October,TRUE
GID,Doctor,2,0,,0,October,TRUE
OR,Legion,3,0,,0,October,TRUE
AVW,Spirit,5,3,Mega idiot team,0,October,TRUE
AVW,Plague,5,2,,0,October,TRUE
CP,Hillbilly,3,0,,0,October,TRUE
RCPD,Legion,2,1,1 hatch (given),1,October,TRUE
RCPD,Ghost Face,5,2,Adorable EGC,0,October,TRUE
CP,Wraith,5,0,,0,October,TRUE
GID,Wraith,5,4,Least skilled killer in the game,0,October,TRUE
YAM,Myers,5,2,Insidious face camp,0,October,TRUE
AVW,Ghost Face,5,3,Face camp + 1 Mori,0,October,TRUE
BWS,Hillbilly,5,3,Tunnel +++,0,October,TRUE
DDS,Pyramid Head,5,3,,0,October,TRUE
MCM,Nemesis,1,1,1 hatch,1,October,TRUE
MCM,Huntress,5,3,0 perk,0,October,TRUE
BAP,Doctor,1,1,Impossible skillchecks build,0,October,TRUE
MCM,Blight,4,0,,0,October,TRUE
AVW,Huntress,3,0,,0,October,TRUE
CF,Doctor,5,3,,0,October,TRUE
CF,Myers,5,4,,0,October,TRUE
CF,Myers,3,1,Idiot team + undetectable,0,October,TRUE
CP,Legion,5,2,NOED,0,October,TRUE
MCM,Hag,2,0,Idiot Team,0,October,TRUE
CF,Hillbilly,3,0,,0,October,TRUE
CF,Myers,5,3,2 flip-flops back to back + stupid killer,0,October,TRUE
MCM,Myers,5,1,,0,October,TRUE
YAM,Nurse,2,0,,0,October,TRUE
YAM,Hillbilly,4,0,Tunnel + Idiot team,0,October,TRUE
RF,Legion,5,4,Really nice team + Slightly noob killer + Adept Meg,0,October,TRUE
CP,Hillbilly,5,4,Big noob w/out any perks,0,October,TRUE
BWS,Huntress,5,4,,0,October,TRUE
BAP,Huntress,3,0,,0,October,TRUE
AVW,Pig,5,4,Noob,0,October,TRUE
HA,Wraith,5,3,,0,October,TRUE
MCM,Deathslinger,5,2,,0,October,TRUE
RF,Huntress,2,1,1 hatch + Idiot team,1,October,TRUE
SH,Doctor,3,0,Idiot team,0,October,TRUE
YAM,Pig,5,1,,0,October,TRUE
CF,Myers,4,0,,0,October,TRUE
AVW,Twins,5,3,Farm halfway through,0,October,TRUE
AVW,Plague,0,4,Instant Killer DC,0,October,TRUE
HAW,Oni,2,0,,0,October,TRUE
AVW,Hag,5,0,Mega trash killer that got saved by NOED,0,October,TRUE
BWS,Spirit,1,0,1 DC + Idiot team,0,October,TRUE
HAW,Wraith,5,4,NOED + Failed face camp,0,October,TRUE
HA,Pyramid Head,5,2,,0,October,TRUE
BWS,Doctor,3,1,1 hatch (given),1,October,TRUE
AVW,Wraith,5,4,,0,October,TRUE
AVW,Huntress,4,0,,0,October,TRUE
MCM,Spirit,2,0,,0,October,TRUE
AVW,Pig,5,1,,0,October,TRUE
YAM,Cenobite,5,3,,0,October,TRUE
MCM,Myers,5,3,,0,October,TRUE
YAM,Cenobite,1,1,1 hatch,1,October,TRUE
CP,Nurse,5,4,Noob + Horrible ping,0,October,TRUE
MCM,Wraith,5,3,Horrible ping,0,October,TRUE
CF,Nemesis,3,1,1 hatch + Idiot team,1,October,TRUE
OR,Trapper,4,0,Tunnel + 1 DC + Camp,0,October,TRUE
DDS,Wraith,2,0,Tunnel,0,October,TRUE
DDS,Spirit,2,4,Ragequit,0,October,TRUE
MCM,Trickster,5,4,,0,October,TRUE
MCM,Hillbilly,5,3,Really skilled team,0,October,TRUE
MCM,Hag,5,4,,0,October,TRUE
OR,Oni,5,2,Incredible adrenaline play + horrible ping,0,October,TRUE
AVW,Cannibal,5,2,Mori (Rancor),0,October,TRUE
AVW,Myers,2,0,,0,October,TRUE
MCM,Wraith,5,4,Proudest chase!!! + nice (noob) killer,0,October,TRUE
AVW,Doctor,5,3,,0,October,TRUE
OR,Plague,5,3,1 DC,0,October,TRUE
BWS,Oni,5,2,,0,October,TRUE
RF,Demogorgon,2,0,Idiot Team,0,October,TRUE
CF,Spirit,2,0,Slug at the end,0,October,TRUE
SH,Trickster,5,2,Sandbag,0,October,TRUE
CF,Myers,5,3,Camp,0,October,TRUE
CP,Hillbilly,5,3,Camp + NOED,0,October,TRUE
BAP,Freddy,2,0,Idiot Team,0,October,TRUE
RCPD,Huntress,3,1,Iridescent add-on + Face Camp + 1 hatch (wonderful play),1,October,TRUE
AVW,Doctor,5,3,Hacker,0,October,TRUE
RF,Hillbilly,5,2,,0,October,TRUE
BAP,Wraith,5,4,Fake AFK w/out NOED,0,October,TRUE
MCM,Doctor,5,4,Slugfest at the end but dream team,0,October,TRUE
RCPD,Cannibal,5,1,Insidious face camp,0,October,TRUE
AVW,Trickster,5,4,Noob,0,October,TRUE
YAM,Huntress,3,0,Slugfest,0,October,TRUE
YAM,Huntress,3,0,Slugfest (catastrophe) at the end,0,October,TRUE
OR,Huntress,5,2,NOED + Mega toxic killer (held me hostage at the gate),0,October,TRUE
RCPD,Trapper,5,2,Really skilled killer,0,October,TRUE
BAP,Nurse,5,4,Noob,0,October,TRUE
MCM,Spirit,2,0,meme build no mither,0,October,TRUE
HA,Huntress,5,3,,0,October,TRUE
CP,Cenobite,5,1,,0,October,TRUE
MCM,Trapper,5,1,Really skilled killer + Idiot Team,0,October,TRUE
BWS,Trickster,5,1,Camp + Failed slugfest + Adept Jake,0,October,TRUE
OR,Clown,5,3,Insidous in basement to mori with Rancor,0,October,TRUE
SH,Clown,5,2,Proud moment + Adept Laurie !!,0,October,TRUE
AVW,Cannibal,3,0,,0,October,TRUE
AVW,Trapper,4,1,1 hatch + speed hack,1,October,TRUE
HAW,Demogorgon,5,1,,0,October,TRUE
MCM,Trickster,4,0,1 DC,0,October,TRUE
CF,Ghost Face,5,1,Sandbag,0,October,TRUE
CF,Nemesis,4,1,Camp + Mega idiot team,0,November,TRUE
OR,Ghost Face,5,4,Dream Team,0,November,TRUE
HAW,Pyramid Head,5,3,Palette save!! + NOED,0,November,TRUE
HAW,Spirit,5,4,Dream Team + stun mid TP,0,November,TRUE
RF,Cenobite,5,3,Really skilled killer w/ only 1 perk (Lethal Pursuer),0,November,TRUE
MCM,Huntress,5,4,Killer DC at the end + Camp +++ + iri add-on,0,November,TRUE
HA,Pyramid Head,4,1,Idiot team+ Really skilled killer + lucky hatch,1,November,TRUE
RCPD,Nurse,4,0,,0,November,TRUE
OR,Deathslinger,5,2,Big noob,0,November,TRUE
DDS,Myers,4,1,,0,November,TRUE
BWS,Nemesis,5,2,1 AFK,0,November,TRUE
AVW,Nemesis,3,0,2 horrible pings + Selfish team,0,November,TRUE
CP,Huntress,3,0,Idiot team,0,November,TRUE
AVW,Trickster,5,2,Sandbag,0,November,TRUE
MCM,Trapper,4,1,1 hatch + Nice team,1,November,TRUE
CF,Hag,5,1,Camp at the end,0,November,TRUE
AVW,Myers,5,3,Camp,0,November,TRUE
OR,Trickster,2,1,1 hatch + 2 DC + mega idiot team,1,November,TRUE
CP,Cenobite,2,0,Extremely good moves with the box from the killer + Idiot team + 1 DC,0,November,TRUE
YAM,Blight,5,1,,0,November,TRUE
MCM,Ghost Face,4,0,No Mither,0,November,TRUE
RF,Clown,5,2,NOED + No Mither,0,November,TRUE
CP,Legion,2,0,,0,November,TRUE
AVW,Nurse,5,2,Good team + No Mither,0,November,TRUE
YAM,Nemesis,5,3,Facecamp at the end + Adept David !!,0,November,TRUE
RF,Freddy,5,1,Camp + Tunnel,0,November,TRUE
YAM,Demogorgon,5,4,Farm,0,November,TRUE
BWS,Trapper,4,0,,0,November,TRUE
HA,Trapper,5,4,,0,November,TRUE
SH,Huntress,5,4,Bad killer who decided  to farm at the end,0,November,TRUE
HA,Spirit,3,0,,0,November,TRUE
HA,Cannibal,5,3,Insidious face camp,0,November,TRUE
HA,Cenobite,5,4,,0,November,TRUE
HA,Wraith,5,2,NOED + Idiot team,0,November,TRUE
HA,Pyramid Head,5,2,Farm after killing the idiot team,0,November,TRUE
SH,Pyramid Head,5,4,,0,November,TRUE
MCM,Huntress,5,1,,0,November,TRUE
MCM,Trapper,5,3,,0,November,TRUE
CF,Legion,5,2,Face camp + NOED,0,November,TRUE
RF,Trapper,5,4,Bad killer: we felt bad for him,0,November,TRUE
DDS,Spirit,5,2,NOED + Dream team,0,November,TRUE
DDS,Nemesis,4,1,Killer let us escape through the gates,0,November,TRUE
CF,Plague,5,3,Sweet team,0,November,TRUE
LER,Spirit,3,0,DH,0,November,TRUE
MCM,Wraith,5,0,Teammate w/ 5000h in the game,0,November,TRUE
DDS,Blight,5,3,Horrible killer who got saved by NOED,0,November,TRUE
CF,Pyramid Head,5,1,Idiot team: selfcare in a corner,0,November,TRUE
CF,Demogorgon,1,3,1 DC + Killer DC (Steam maintenance),0,November,TRUE
CF,Plague,2,0,Massacre + Idiot team,0,November,TRUE
GID,Trapper,4,1,killer let us escape through the gates + good killer + Lowkey idiot team,0,November,TRUE
MCM,Wraith,3,0,Absolute dream team,0,November,TRUE
CP,Huntress,5,1,NOED,0,November,TRUE
RF,Blight,5,3,,0,November,TRUE
HA,Oni,5,4,Baby killer: we felt bad for him,0,November,TRUE
CF,Wraith,5,4,Really stupid killer,0,November,TRUE
CF,Legion,0,1,Massacre : incredibly skilled killer,0,November,TRUE
GID,Trapper,3,0,,0,November,TRUE
OR,Hillbilly,5,4,Noob,0,November,TRUE
HA,Huntress,5,3,,0,November,TRUE
MCM,Nemesis,5,2,NOED + 1 hatch,1,November,TRUE
RF,Pyramid Head,3,1,1 hatch (given),1,November,TRUE
CP,Plague,4,1,Idiot team ++ + Camp + Tunnel,0,November,TRUE
OR,Trickster,5,4,Amazing team : sabotage !,0,November,TRUE
CF,Huntress,5,3,Really bad killer,0,November,TRUE
AVW,Spirit,5,2,Bully team + Camp,0,November,TRUE
CF,Cannibal,5,3,,0,November,TRUE
SH,Deathslinger,5,4,Perkless teammate (Ashy Slashy on top of it: Chad),0,November,TRUE
RF,Trapper,3,0,Tunnel + Idiot Team,0,November,TRUE
BWS,Deathslinger,5,1,1 hatch + Farm (only w/ Nancy),1,November,TRUE
GID,Huntress,5,2,,0,November,TRUE
MCM,Cenobite,3,0,Idiot Team + 1 Mori,0,November,TRUE
RF,Deathslinger,4,0,Tinkerer,0,November,TRUE
MCM,Pyramid Head,5,2,,0,November,TRUE
GID,Huntress,5,4,,0,November,TRUE
EOC,Artist,5,4,,0,November,TRUE
RF,Cenobite,2,1,1 hatch (given ?),1,November,TRUE
DDS,Ghost Face,5,4,Real noob who tried to be toxic (and failed) + Adept Nancy,0,November,TRUE
OR,Pig,3,1,Iri add-on (trap at the start) + Tunnel + 1 hatch,1,November,TRUE
EOC,Trickster,5,1,Idiot team + mega toxic killer,0,November,TRUE
HA,Clown,5,1,Idiot team + mega toxic killer,0,November,TRUE
EOC,Ghost Face,5,1,Tunnel + Basement camp + Adept Jonah,0,November,TRUE
CF,Trickster,5,4,Gros naze + camp,0,November,TRUE
SH,Artist,4,0,Smart Petimento build,0,November,TRUE
EOC,Cannibal,2,0,1 DC,0,November,TRUE
HA,Legion,2,0,,0,November,TRUE
EOC,Myers,1,0,1 Tombstone,0,November,TRUE
AVW,Huntress,5,0,NOED,0,November,TRUE
GID,Artist,3,0,,0,November,TRUE
CF,Twins,5,1,Camp + Tunnel + iri add-on (undetectable),0,November,TRUE
BWS,Trapper,4,1,1 hatch,1,November,TRUE
SH,Huntress,5,0,Never ending hide and seek + 1 Mori (Rancor),0,November,TRUE
BWS,Nurse,5,3,Tunnel +++,0,November,TRUE
AVW,Nemesis,5,4,Palette save -> insane match,0,November,TRUE
AVW,Huntress,5,1,Camp,0,November,TRUE
MCM,Legion,3,0,Idiot team + Camp + Tunnel,0,November,TRUE
OR,Myers,4,0,Slugfest at the end,0,November,TRUE
RF,Ghost Face,5,1,NOED + Flashlight saves all over the place + 1 hatch,1,November,TRUE
EOC,Ghost Face,5,4,Mega noob,0,November,TRUE
EOC,Demogorgon,3,0,,0,November,TRUE
DDS,Spirit,5,1,NOED,0,November,TRUE
HA,Artist,2,4,Killer DC,0,November,TRUE
GID,Artist,5,1,,0,November,TRUE
LER,Nurse,3,0,Playtime party + insanely skilled killer,0,November,TRUE
MCM,Deathslinger,5,0,Mega toxic killer + soul guard slug,0,November,TRUE
GID,Hillbilly,1,0,Idiot baby team + tunnel +++,0,November,TRUE
BAP,Doctor,5,4,Failed face camp,0,November,TRUE
CF,Pig,5,1,,0,November,TRUE
DDS,Demogorgon,5,1,,0,November,TRUE
AVW,Huntress,5,3,Camp,0,November,TRUE
AVW,Wraith,4,0,Proud moment! + Idiot team,0,November,TRUE
CF,Oni,5,2,Noob who got saved by NOED,0,November,TRUE
RCPD,Legion,5,1,Iridescent add-on + really skilled teammate,0,November,TRUE
RF,Hillbilly,5,2,Silent chainsaw + farm at the end+ Adept Cheryl,0,November,TRUE
EOC,Trapper,5,3,Killer let us escape through the gates,0,November,TRUE
CF,Hillbilly,5,2,,0,November,TRUE
RF,Wraith,5,2,Tunnel (Megs) + Farm (Claudette and David) + No Mither,0,November,TRUE
OR,Huntress,4,0,,0,November,TRUE
AVW,Artist,5,4,,0,November,TRUE
AVW,Nurse,3,1,1 insane hatch ,1,November,TRUE
CF,Doctor,5,2,Bully team + Farm w/ us at the end,0,November,TRUE
CF,Trapper,3,0,1 DC (ragequit)+ Basement catastrophe,0,November,TRUE
SH,Trickster,5,4,Textbook Farm,0,November,TRUE
MCM,Artist,4,0,Slugfest at the end,0,November,TRUE
AVW,Ghost Face,2,1,Baby team + camp at the end + 1 hatch,1,November,TRUE
CF,Wraith,5,2,Weird gameplay from the killer + NOED + Flashlight battle w/ Meg,0,November,TRUE
LER,Freddy,5,2,Tunnel + Camp,0,November,TRUE
AVW,Nurse,5,1,Idiot team + Really really skilled killer,0,November,TRUE
RF,Nurse,5,3,Tunnel,0,November,TRUE
CF,Cenobite,5,3,,0,November,TRUE
YAM,Blight,2,0,Idiot team + Slugfest,0,November,TRUE
AVW,Nemesis,5,3,Tunnel + Facecamp ->  real trash killer,0,November,TRUE
HA,Trapper,5,3,Tunnel + Facecamp,0,November,TRUE
SH,Cannibal,3,0,,0,November,TRUE
YAM,Doctor,5,4,Lowkey lame killer,0,December,TRUE
GID,Doctor,5,3,NOED,0,December,TRUE
SH,Spirit,4,0,Idiot Team,0,December,TRUE
RF,Spirit,5,4,Face camp + noob + Retturn of the gang !!,0,December,TRUE
MCM,Hag,5,4,DH + NOED + Failed slugfest,0,December,TRUE
CP,Spirit,5,3,insane timing for hatch,1,December,TRUE
OR,Spirit,5,2,1 hatch (insane tiling again),1,December,TRUE
CP,Pyramid Head,5,2,Baby Killer,0,December,TRUE
CF,Nurse,5,3,Baby nurse + someone gave their kill,0,December,TRUE
GID,Myers,2,0,Scratched mirror ,0,December,TRUE
YAM,Spirit,1,0,Massacre DH,0,December,TRUE
